,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
1048,JUNGLE,9afp3HDZNNTrC6IvOGFM_8TKJwc8Bak0D4Oazx1F7Vy0fA,11,3,7,5,0,1,7814,6913,0,19480,7586,11,1,14,0,1412,3047,3124,1028,0,0,3364,MasterYi
1057,JUNGLE,h3lHun-2ExFnKNdUQFJzB16jgCu5kluC64_ZhiHpV6FMd_o,203,6,7,2,2,2,10881,6721,0,19787,8935,12,3,12,5,3006,1412,3031,1036,1042,2055,3364,Kindred
1080,JUNGLE,kOeTxzNXrQQsB6pP9HC-H1uXYlNXWJNq_iwngjU7iAT2LFJA_IrXdZSm,163,13,7,9,10,2,28035,7118,1634,31635,13715,16,5,33,19,1402,3157,3020,3089,3165,0,3364,Taliyah
1090,JUNGLE,BK9nitrAPLMLoLtmg8Sx_GWbbIzCu22n8CiLZTn9e2wp31k,20,3,4,5,2,2,9175,11211,0,25710,7405,11,3,17,28,3111,1413,3742,0,1033,0,3364,Nunu
1109,JUNGLE,UwcB98DInbwFlUk1ARkg9KKQrJZaGMVIo65CJyvQ2HQLeA,76,4,9,2,2,2,10088,2418,0,21246,7619,12,0,15,1,1414,3100,3020,1082,0,0,3364,Nidalee
1115,JUNGLE,sVMIlHnmVPO9bx9DdNqpybWvJIMSgLsrRIHmulU_0KA,254,3,4,10,2,1,16458,43762,3689,26682,11547,15,5,31,28,1400,3078,3053,1029,3047,2055,3364,Vi
1120,JUNGLE,YA-ICpQZqXAlnsACyj272fvEViXe_N4Ut-Pk0FgATzIRwkU,59,9,3,10,7,2,11248,23068,2269,19279,10432,13,2,19,16,3077,2031,1412,3071,3052,3047,3340,JarvanIV
1130,JUNGLE,TAm5djcRZCDuFz2Rprhbk7znFL4yL9RTZDc5enW0iwr8y6yAT6iXnLmM,28,3,6,2,0,1,8109,1879,0,17491,6452,10,2,15,8,1402,3020,3113,3057,0,0,3340,Evelynn
1134,JUNGLE,IZuQkss5nv-gyukLv97l11E2l8huza8o5ulO8oPGqM_XQhE,60,9,0,9,9,2,16091,36067,7100,15631,11361,13,3,26,17,1402,3916,3157,1082,3020,1026,3364,Elise
1149,JUNGLE,0kO1lFanftTykU7KSGW3zkC0e32IHxl-J1jY7q7dXIydkQ,421,4,3,7,3,2,8182,33300,387,25594,11261,15,5,24,10,1412,3111,3071,0,3052,1037,3340,RekSai
1157,JUNGLE,snn2NJtYil9Rh9r2Yq16SS8AwDLMlM9LKb0H3DvulZ_ec0A,30,9,8,12,4,2,21994,9993,912,18270,10314,13,5,24,14,3165,2031,3020,1058,1402,0,3340,Karthus
1161,JUNGLE,gOf4iNp9ByslDGORATO_2-ove2pkhII9btg5az1Tt8vEYvKCn-36nEf7,11,26,9,9,8,4,44609,38585,1930,60792,21116,18,0,29,3,1419,3153,3006,3124,3091,3026,3340,MasterYi
1169,JUNGLE,GsvcD0mFQCEjNy_1uEZLZhI4ty-AbnknrgeT9c4BVnVYfzk,141,8,4,9,7,3,21513,27714,0,48764,15949,18,5,40,31,1412,3026,3047,3052,3065,3071,3364,Kayn
1173,JUNGLE,M6egpKjS-y0wxsFScj0Xp5E7YC9Fj187BZHnS8pmtMUJRA,120,4,7,4,2,1,13310,11028,0,30494,9161,13,2,16,12,1412,2031,3078,3111,3211,1028,3340,Hecarim
1178,JUNGLE,8vOgZzwFVc5lE35Kz2zSqng2llNRw_d5bQYLmrVC6AFwvw,33,2,1,5,0,1,3163,15573,4281,20180,8819,12,3,29,14,1401,0,3800,1028,3117,0,3364,Rammus
1186,JUNGLE,pYIlzGWaPERZq7qKeN69hmHdAOXBKx_jn8RYCi81S92x9uA,30,9,9,6,3,1,29156,15907,0,28569,12567,16,0,16,20,1402,3089,3020,1082,3165,3108,3340,Karthus
1188,JUNGLE,5fB-52Iip5-7d6REoKvrOSrIDTBcs6S4uz_UlX4jwgp7PQ,517,7,7,2,7,1,15558,2404,0,24248,9773,12,3,18,20,1026,3057,3152,3113,1402,3020,3364,Sylas
1191,JUNGLE,5NCBdMFho2dij664HNwIi5DChiJpwRELq9FDGYc6kSc7vNM,5,3,6,5,2,1,7733,6387,0,20330,7236,11,4,20,12,1412,3044,2055,3047,3101,1027,3364,XinZhao
1195,JUNGLE,bNsi9n5jrRJyBjmI61cyMqzCg071sMyR5tykTI4iNY2yXA,59,5,9,13,5,2,8411,749,0,23015,8915,14,1,8,12,1400,2031,3111,3071,3052,1028,3340,JarvanIV
1198,JUNGLE,DyLglCeouvZ9ogS4y8UdJO5rIVpWhi5E9YZ1nQJq0hBROmc,76,4,2,6,2,1,10156,26360,4933,16988,9027,13,8,37,1,2420,1414,3020,3165,1052,0,3364,Nidalee
1204,JUNGLE,1aOEYD8SSKEHpn2Yit-r09h2LK42eq0RlZqZ3oUl2xWhjbI,20,3,1,10,2,1,7815,19100,926,31256,10577,14,5,32,22,1401,3742,3111,3109,1028,2055,3364,Nunu
1205,JUNGLE,qg2FgsiqdTqhmMsKFtD97utmk7MwRYszm6gCXM3nJP0hG10,64,8,2,9,7,2,11464,25788,2540,15316,11073,14,4,19,12,1400,0,3026,3071,3047,0,3340,LeeSin
1232,JUNGLE,0kO1lFanftTykU7KSGW3zkC0e32IHxl-J1jY7q7dXIydkQ,76,8,7,13,3,2,28116,16948,443,36255,16133,18,5,45,4,1414,3157,3165,3089,3111,3174,3364,Nidalee
1238,JUNGLE,4UbpQgfEdpDyTauHwVfbPaMv6p7bfRlXUre5ZaxBUZbRNQ,113,4,6,10,2,1,10155,22959,1149,37480,11876,15,5,38,22,3083,0,3111,1413,3065,1028,3340,Sejuani
1251,JUNGLE,iu6kJ-OMgujMs8YxifjErYUmlAWLeKFVsygnQ4KdnUQpAQ,32,4,4,7,3,2,5737,18903,122,18136,8870,12,2,30,23,2031,3024,3082,3047,1401,3001,3340,Amumu
1258,JUNGLE,f0dIEsT88lfoZMibjp_6i-9LEwnHJo0ZOF_V3GCrqgjyTwZj1G_AJNJ6,121,3,7,0,0,1,6716,4659,0,24693,8523,12,2,19,6,3077,2031,3047,1400,3071,0,3364,Khazix
1260,JUNGLE,frqMLEJtC_3La9zwrNeSnN_-VwxWYsGI3rkGYN_y5EF3qu4,120,2,3,10,0,1,12545,42514,2601,36052,13411,17,7,31,16,3047,3053,1029,3078,1412,2420,3364,Hecarim
1264,JUNGLE,pk4o8ufLNmI6Lu9AkBvXJeBwG_hjDPNA7cY_sdTLASPoDg,121,2,4,7,2,1,7494,15541,787,24559,9192,14,2,9,8,1400,2031,2420,3147,1031,3111,3364,Khazix
1268,JUNGLE,18BZtaSLywZBJpVIFKiVkGZ7HShzVDDf6sK_hbtUnMQi6A,33,2,4,2,0,1,7749,1339,0,17568,6350,10,2,12,25,1401,3076,1029,1028,1029,3047,3364,Rammus
1275,JUNGLE,6ltVqVNnOZQMy3B3AYXHWEETA-Yn4JSJY5bt78Y0mYDKcDk,64,1,7,9,0,1,7566,30306,370,25859,8616,13,5,27,11,1412,3047,2055,2421,1028,3071,3340,LeeSin
1276,JUNGLE,lBsaSAbqfhytnT3eOiw_GP3I_twxrJX4BRYmyclFLMlTtOQ,60,4,9,10,2,1,17292,15843,1263,23453,9528,13,5,31,26,3165,3020,2421,1414,1029,0,3364,Elise
1277,JUNGLE,lBsaSAbqfhytnT3eOiw_GP3I_twxrJX4BRYmyclFLMlTtOQ,421,5,7,10,3,1,14531,23444,1699,25881,10131,13,5,33,23,3047,3155,2421,1400,3071,1031,3364,RekSai
1293,JUNGLE,JzCqhYEESGOGFs8CqzYNIWz2yDfkSzZdM87moYFq5ZI83m0,9,1,3,7,0,1,4103,6594,742,11924,6064,9,1,11,23,3157,1402,2003,0,0,0,3340,Fiddlesticks
1308,JUNGLE,IBSjvcGdKiJnNakEuS_zk_zlmY1uyPZUDX0IBB4Y5RYPvkU3KphFFgAT,35,20,4,12,11,3,37088,33053,3909,41930,19214,18,0,34,28,3074,3142,3814,3147,3036,0,3364,Shaco
1318,JUNGLE,IBSjvcGdKiJnNakEuS_zk_zlmY1uyPZUDX0IBB4Y5RYPvkU3KphFFgAT,20,6,1,10,4,1,9678,36589,0,25847,9205,13,2,25,25,1401,3065,3047,1082,3916,0,3364,Nunu
1383,JUNGLE,VwQpOanUlGxkw-rDC1u3DwFAHYj3SGeQmojKb8VBHazcj6oECYowu4hL,5,3,8,2,0,1,8649,4320,0,23746,7459,11,4,22,14,3111,1412,2031,3053,0,2055,3364,XinZhao
1391,JUNGLE,IBSjvcGdKiJnNakEuS_zk_zlmY1uyPZUDX0IBB4Y5RYPvkU3KphFFgAT,35,6,5,3,3,1,10152,2245,0,17075,9909,13,0,18,20,3077,3142,3006,3147,3706,0,3364,Shaco
1393,JUNGLE,C5TPx3hElG4GIfOv-3zKp5eQxupc8dfUil40aYx6OGREHw,77,1,8,2,0,1,5841,28398,1509,28420,9724,13,1,36,15,1413,3153,3047,1043,1042,1057,3364,Udyr
1466,JUNGLE,6H0feiVazvY2CvYXLJNtFOqX_t9-rA2bg3brRNNLBAHyYA,141,6,5,2,6,2,13574,10074,1321,27323,9612,13,3,20,15,1412,1036,3071,3067,3047,1037,3364,Kayn
1530,JUNGLE,LUEBC_XLoP-IpwQ5F_qm-LXKi23X7qIQV0FgpXQkIsCYPzk,254,9,6,10,4,1,20001,34124,2580,29925,14706,17,10,55,34,1412,3078,3026,3052,1037,3047,3364,Vi
1546,JUNGLE,AylW1RFljlNiwzOlM8cIprqS_MyHlMtZDvHo8oIRC8KXe1I,30,13,11,13,4,2,29953,31016,1761,38294,16728,17,5,38,18,1026,3089,3157,3165,3020,1402,3340,Karthus
1547,JUNGLE,AylW1RFljlNiwzOlM8cIprqS_MyHlMtZDvHo8oIRC8KXe1I,20,4,2,10,2,1,9918,22631,1255,32980,11261,14,6,29,28,2055,3065,3109,3111,1011,1401,3364,Nunu
1548,JUNGLE,WmNrrK2jaiUL3GYjiaOBWBsnbCkZh1s30ZJprxY9hYByvt6-xALO_D4q,64,9,3,5,4,2,9816,36777,265,26580,10305,13,6,28,12,1412,3155,3111,3071,2055,0,3340,LeeSin
1559,JUNGLE,qg2FgsiqdTqhmMsKFtD97utmk7MwRYszm6gCXM3nJP0hG10,56,2,7,2,2,1,6430,12733,546,18697,6786,11,4,17,83,1400,2031,2055,3134,3133,3047,3364,Nocturne
1572,JUNGLE,2DFqEthJGTO4Dh3ENqBkdykSxBs7mkhb4CPldjgSFZPfb_U,203,6,6,2,2,1,9659,6958,399,16631,8390,10,0,16,9,1412,2031,3006,3086,3155,1042,3340,Kindred
1576,JUNGLE,5ySAGwWRDkyJIVil_u0WEbok7ff2uCodUIcw99G3hr12CQ,203,2,6,7,2,1,6851,14679,307,18885,7444,11,6,33,6,1419,1043,3144,3111,2055,0,3364,Kindred
1609,JUNGLE,qmseOP6bwi60rX6nLw8ecNvyd2SXStNmIjN14RdB8lyxWDw,517,0,6,2,0,0,3254,2583,0,17089,5817,10,1,12,4,3108,2421,2031,1414,3111,1029,3340,Sylas
1615,JUNGLE,uJl09BvmYpgin_w-szPXry9maVRMvmm_RMO4QOS6aqgWzPc,28,11,3,9,6,1,14344,24138,0,19009,11233,14,2,21,8,1402,2031,3020,3100,1058,1052,3363,Evelynn
1617,JUNGLE,TLScRGV_xuMclkGJ-D_o6VP6-vyNw-t3QvOU1_mkHK-SYiQ,120,3,5,2,2,1,7575,21571,368,23002,7686,12,3,16,6,3078,1412,2055,0,3047,0,3340,Hecarim
1630,JUNGLE,jdRkh6JAnSk62ZIh_E__Qdnn6K2JeLbM-cCxZONU8yek-WM,141,6,5,7,3,1,9146,5481,1784,32803,11304,15,1,16,14,1400,3211,3071,3111,3742,0,3364,Kayn
1638,JUNGLE,Hmc-dGH2AjeHMX7jyDxZ1cH7DgV1FP3eZL8Mz59CI7cHfyU,120,10,2,7,7,2,21190,21897,1457,45372,15586,17,2,21,25,3067,1401,3047,3078,3053,3026,3340,Hecarim
1644,JUNGLE,hvDyueZsII-eshYMT2DJW3sN8adfx6oXpz18_pd7df7Oqg,113,4,7,10,0,1,14569,8927,1551,25754,9500,12,1,23,33,3047,3742,3110,1401,0,2031,3340,Sejuani
1668,JUNGLE,ZSSftaDew-5QkmsmBxIS8c0NPNg63KpXJmA98uyIOXMjwg,79,1,3,9,0,1,11397,6180,995,14297,7887,12,2,10,24,3020,2031,1028,3157,1402,2055,3364,Gragas
1676,JUNGLE,pw9PT2AWy_86WL_HVnDwtBLJq6q6yrGIfSYaf4bdVhglaQ,113,6,4,13,3,1,11651,19850,1240,21850,9981,13,3,27,29,1401,3083,1028,0,3025,3047,3364,Sejuani
1677,JUNGLE,5NCBdMFho2dij664HNwIi5DChiJpwRELq9FDGYc6kSc7vNM,154,5,2,8,4,2,18776,17082,1015,41219,12204,15,3,25,47,1414,3107,3143,3111,3065,2055,3364,Zac
1688,JUNGLE,dsLzUP6v_vfrXRvIJfRRwop7l6egfCg_JaTTJUG7U04ZcA,19,7,16,7,2,2,17140,6633,622,57257,13951,16,7,24,41,3077,3082,3075,3065,1413,3047,3364,Warwick
1691,JUNGLE,okfSuV9SkZLNBiw7pHa94nCPtKKuK3VpggxcQ1T15iz-DQ,121,17,6,10,7,2,39314,9516,1685,36228,15754,16,1,17,10,3142,3814,3111,3147,3133,1400,3364,Khazix
1708,JUNGLE,7gHsv0v9hVu9miYfoaZargwPGMnR84vtvZs44SXvv_wBbw,120,4,1,3,4,1,4531,19059,1861,15245,7797,12,1,13,4,1412,2031,3047,2055,3078,0,3340,Hecarim
1713,JUNGLE,UwcB98DInbwFlUk1ARkg9KKQrJZaGMVIo65CJyvQ2HQLeA,79,3,6,3,2,1,8875,6310,405,21121,8884,12,0,14,12,1026,3020,1058,1082,1402,3145,3364,Gragas
1729,JUNGLE,02Bkk4s3fdUb3oIKuZr1RBSOyKrMG5KtXb_y47-79Mw,154,1,8,11,0,1,8945,22554,1035,43110,9333,15,7,40,31,3105,2031,3109,1401,3047,3067,3364,Zac
1749,JUNGLE,mYlZrPKG2fD7-JDnDokJca4IYujHrI3w1PHeDJp5je8,64,3,8,11,2,1,14244,12825,554,39142,11559,16,11,22,20,2031,2055,1412,3047,3026,3071,3340,LeeSin
1757,JUNGLE,1FUtPEvB1ByOd5pvuVuaMOuN20WQWe3UQvdfGncQsWG9l0o,120,8,4,11,3,1,11040,14982,3555,23527,9690,12,1,15,18,2031,3044,3111,3057,1400,1042,3364,Hecarim
1768,JUNGLE,LFXVvZu7D7m4ueo3bWCTfPUwVhgkx8BtLM9I6Eqb9iZ5ykDLlT402Cb4,254,3,5,2,2,1,6972,16044,0,19164,8490,13,6,24,20,3047,1400,3071,1028,2031,0,3364,Vi
1773,JUNGLE,KG_I-gdNE9ofZyPH_XeIGmb2jXCjgbdNqUPJvI3-4UnF6Vc,79,7,2,7,6,1,12004,22713,300,16621,9905,13,1,19,19,1402,2420,2031,1058,3100,0,3513,Gragas
1777,JUNGLE,1_yo93-b8UATpS8rE5Jkj8QwfriZ5xQAAQlYjfUiKX-RW0U,33,6,6,15,2,1,14931,5724,1191,30795,11777,15,1,24,45,1401,3067,3009,3742,3075,3211,3340,Rammus
1792,JUNGLE,7OQiGCqYt69FZi0-WIzG-B0BspJWb77OqCTgMGeMoFTxXOk,30,9,7,6,4,1,20168,15612,0,24955,11776,15,3,19,17,1402,1026,2055,3165,3089,3020,3340,Karthus
1795,JUNGLE,y1v3Zs3Elfhw5Il5Pi3LQmtEinLnbMOxTv8G_W6oTMdUCMo,121,5,6,5,2,2,13750,27297,1548,22203,10171,13,2,23,12,1400,3134,0,3147,3111,0,3364,Khazix
1798,JUNGLE,pXLcU6o51sLb7HRbn_1sv1EVd-7Jv_IJEgYjbQsNp28_Qg,203,6,1,10,4,2,12356,29689,1652,22714,11556,14,3,32,5,1419,3111,3071,0,3156,0,3364,Kindred
1800,JUNGLE,sPuG2mnHZvJK1ji7nGAr80c8OdSdcwt8vB6iUlyA-Fe8iRw,421,6,4,10,3,1,13598,24463,2414,21941,10025,13,3,23,23,2031,1400,3047,3071,2055,3052,3364,RekSai
1810,JUNGLE,8mj1l88klYgM_T66GKYXIHQcL5-w3IfWrSBkllgFAwEr2w,33,5,4,9,2,1,14791,20809,1072,31176,11390,15,0,18,41,3193,1401,3117,3075,1011,1029,3340,Rammus
1822,JUNGLE,rskcsOplermKKKYph_S6vSv7bcA2cHg2teREfvnTionBJQ,163,6,14,8,2,2,23164,779,0,33336,10126,12,7,33,22,1402,0,1033,3020,3151,3027,3340,Taliyah
1827,JUNGLE,F_wFbCRyaoO059ySgxvLP35hqcky2UsLsu09rENzmLzQ3g,59,5,4,5,4,1,11165,31628,223,24834,10058,12,6,39,15,3026,0,0,1413,3071,3111,3364,JarvanIV
1838,JUNGLE,Rq6iYSTUK5PR4mHQIIlU67W4hSUbD6-bmdtATZ8YeXE5tw,141,3,4,5,2,1,6734,10994,129,25446,8004,12,3,20,17,2031,1400,0,3111,1028,3071,3364,Kayn
1840,JUNGLE,2DFqEthJGTO4Dh3ENqBkdykSxBs7mkhb4CPldjgSFZPfb_U,64,5,2,1,5,1,6313,23707,457,16588,7616,11,4,22,7,1412,3047,0,0,3071,0,3340,LeeSin
1848,JUNGLE,6M7aNaAg5y-O-V7oQFxMWAhoiZ1vA9W72plA6Kim2N-NLA,60,5,8,3,2,1,15076,3410,0,22726,10693,13,2,18,19,3151,1414,2420,1082,3020,3916,3364,Elise
1852,JUNGLE,ILL3R04iauuLiBMI_imzEKKe_o17x64gsBydpYNgN0_zOCs,79,7,5,7,3,1,22371,6077,0,23587,9978,13,6,29,34,1402,3157,2055,3165,0,3020,3364,Gragas
1867,JUNGLE,HtOqoE5h0JJGVfnkUJbOI97tyn4rUMOg81dCpIwLpkcJJQ,154,7,8,6,4,2,11265,12838,0,36044,10246,13,11,34,49,2055,3193,1401,3111,3065,0,3364,Zac
1880,JUNGLE,ThxGn4WgH5TFZPLwFSJDGzM1JYmvaEi7a6s62KNt385gxhw,11,3,7,5,2,1,5764,29611,0,25837,9420,13,4,29,4,3111,3144,2031,1416,3091,0,3364,MasterYi
1900,JUNGLE,kiytlCl4SgA-45-R4cKvyDniT3RGpVa_hUK2hYEbj1mIgd0,64,10,8,7,4,2,15736,21580,2725,33100,13280,15,8,38,20,3026,2055,1037,3071,3047,1400,3340,LeeSin
1902,JUNGLE,Qap43rqY4rjYUJ17DnYVgfPjOP4oKvPhMQzDhp-1KMnpw1joGq57hdzx,9,8,9,13,2,2,13811,8567,0,38468,14087,18,7,39,56,3157,3020,0,1402,3001,3135,3364,Fiddlesticks
1906,JUNGLE,9QiswKzg8q73OUQFXdJba0uaJ9LbWErmzKAn4XW0n9VK8A,59,3,5,0,2,2,7338,3422,0,15798,7034,11,0,13,8,1412,3147,3047,0,0,0,3364,JarvanIV
1930,JUNGLE,poDLGUJVaDzcO51O_iAy88PSWyRYMGzatQ8rCiNxcw,121,6,6,3,4,2,12856,23570,0,36935,11217,15,15,38,11,1412,3052,3071,2055,1037,3047,3364,Khazix
1940,JUNGLE,Qap43rqY4rjYUJ17DnYVgfPjOP4oKvPhMQzDhp-1KMnpw1joGq57hdzx,9,9,7,10,5,2,24454,2859,0,25292,11964,14,5,23,52,3157,3020,2055,3135,1026,1402,3364,Fiddlesticks
1944,JUNGLE,lBsaSAbqfhytnT3eOiw_GP3I_twxrJX4BRYmyclFLMlTtOQ,517,5,5,11,3,1,17865,12129,0,26994,10240,13,4,26,28,3102,3027,1082,3111,1402,0,3364,Sylas
1971,JUNGLE,lXP8kpKZDvhvMts1thg7NlolJAt-2EHIEhC1vkmzloDhhQ,79,4,8,12,2,1,18866,21446,403,28970,11676,15,8,49,30,3158,1402,3165,3157,1026,1052,3364,Gragas
1973,JUNGLE,6XE-v2cZJyLbUiGwfeTomozgpDKX140QvzDSfuDyiTXn4OQ,5,5,7,6,2,1,10505,8589,1617,24549,8783,12,4,24,11,3078,0,3047,1412,0,0,3364,XinZhao
1975,JUNGLE,pYIlzGWaPERZq7qKeN69hmHdAOXBKx_jn8RYCi81S92x9uA,20,1,4,8,0,1,7086,28177,1177,25285,7425,11,1,18,25,1401,2031,3083,3111,0,0,3364,Nunu
1985,JUNGLE,Wr8bjCTq043me1Rx_UEa1tqtx2dyTzya25jlA74YLaw4bw,104,7,3,11,5,1,11458,12871,1968,15013,9743,13,3,20,26,1412,1051,3047,3071,3086,1042,3364,Graves
1988,JUNGLE,6XE-v2cZJyLbUiGwfeTomozgpDKX140QvzDSfuDyiTXn4OQ,120,6,4,5,2,2,12870,42958,285,28075,11792,15,9,26,13,0,3065,3047,3078,0,1412,3364,Hecarim
2003,JUNGLE,0rMb6WyxLB_RgWWwmxhB02ux3tbzE1yXULsHWUJu0tiPUkw,121,13,1,2,11,2,10543,19609,1549,18251,10323,13,3,15,2,1400,2031,3147,3111,1036,1036,3364,Khazix
2006,JUNGLE,vagpUmmRyf4NJK8YI6dhPCRt-kR9KV1FFgi2QVRS4EWY_qgfDnE2hym5,56,3,4,2,0,1,8472,2445,0,20844,7777,11,1,16,90,3134,1412,1001,3147,0,0,3340,Nocturne
2017,JUNGLE,7gHsv0v9hVu9miYfoaZargwPGMnR84vtvZs44SXvv_wBbw,77,9,1,6,5,2,8978,28287,813,30217,12738,15,2,31,21,1413,3047,3143,1043,0,3053,3364,Udyr
2036,JUNGLE,-sqsqWB0kBVr2-jx2hpKKIni9NBSy1mAPZKNhezNQkZ8Oac,59,5,5,20,4,2,8432,12889,1809,31223,13240,16,11,65,14,3193,3143,3067,1413,3801,3047,3364,JarvanIV
2039,JUNGLE,NITux8QR-3QI9l8hdcE_JLvSGlUwkHgMpjQ5xo2Ds6UvSw,5,4,11,10,2,1,16338,30899,1333,34872,11215,16,6,38,18,2421,3047,0,1412,3071,1031,3364,XinZhao
2041,JUNGLE,DDifpSQIPXsn1LTKdzgKTI8grhFYeZFyP7w82N4KkBiCzg,77,2,6,4,0,1,3186,7690,1262,18118,6882,11,0,15,15,3110,1401,3047,0,0,0,3340,Udyr
2057,JUNGLE,ByfP6WmGH-gcQ27v4YEY4ozFMgaitftEsyAtp07VfMsXPQ,421,6,8,10,4,1,17517,24599,472,49350,15394,18,4,32,20,1400,3071,3031,3111,3046,1031,3364,RekSai
2071,JUNGLE,5NCBdMFho2dij664HNwIi5DChiJpwRELq9FDGYc6kSc7vNM,120,8,4,6,4,2,14638,11504,0,32338,13390,16,3,38,16,1412,3053,3211,3047,3078,3067,3364,Hecarim
2076,JUNGLE,rpPg8wc2amOv4dzj2Jnke4p4VMFwjMNXgBUQgE3AbYp5Rzc,72,4,2,18,3,1,7719,8664,90,21705,11322,16,10,43,30,3111,3800,3193,2055,1401,3067,3364,Skarner
2081,JUNGLE,W8PEepRK6lYE-CByBQ4fk4OBmP-y4aDkFoCSwmzMXP62eA,64,18,6,13,6,2,24974,23903,1695,29696,15769,16,7,45,19,3077,3142,3814,3026,3047,1400,3340,LeeSin
2085,JUNGLE,20aqci69reuGSzufia3GcCKkzNlhDyOCkVmpoCleTlbEgf3tErUR98T8,121,17,1,4,17,3,30169,43455,2671,34296,16461,17,3,47,14,1400,3812,3026,1036,3071,3047,3364,Khazix
2087,JUNGLE,78T9IeR_0xhtfoL_Z66hEteI5iWaUArqOwKnDwRRk1QjtX8,79,12,5,12,6,1,30769,20317,0,43070,17678,18,6,61,45,3100,3512,3157,1402,3020,3065,3364,Gragas
2088,JUNGLE,HvUTbBz-yUtfkpw2TI-MMooQ4qHUZEMJOrc2YJs-W4jEIF2slrQoSb38,120,10,9,9,6,2,27372,15853,2272,49246,14539,15,1,23,37,3143,3065,1011,3078,1400,3047,3364,Hecarim
2102,JUNGLE,TLScRGV_xuMclkGJ-D_o6VP6-vyNw-t3QvOU1_mkHK-SYiQ,28,1,4,5,0,1,10858,24432,0,18738,9254,13,1,29,8,3100,1402,3020,3916,0,0,3340,Evelynn
2109,JUNGLE,Md11gS6oZzuEGHbMdY5rFSgLC7uTzP6bMOIlrVy9mQjxzgg,64,4,5,14,2,1,12240,14313,999,28884,10851,14,5,18,18,3071,3077,2055,3047,1011,1413,3340,LeeSin
2121,JUNGLE,CuRbwq6709HsBdjgk16QDyrAaK2O9UZxQ4TjJ-deGS9H5Q,154,3,7,10,0,1,10220,10532,0,39241,10019,14,2,23,45,1401,3083,3065,3111,0,0,3364,Zac
2130,JUNGLE,4aRXo_1c3j5KIML2zyhT3E_NblZQB-UaAY3cFnrf8Zwl1aE,60,5,0,11,5,1,10527,31864,6397,14231,10303,13,5,33,21,1402,3041,2420,3165,3108,2055,3364,Elise
2137,JUNGLE,a7WxvvRx3_e-J5Xkg0sQcY64W9EvEgNG5moXpnFUPPVl0w,60,10,6,11,4,1,23043,32820,4272,26307,14869,16,11,75,20,3117,3386,0,3135,3151,1402,3364,Elise
2143,JUNGLE,nUzvf64yFmonsGb6Gr9t7wN_I3Ee9HLyoi9H1HEtMfUqWGI,104,9,3,7,3,2,18195,31159,3132,22223,12602,14,2,43,28,2031,3812,0,3071,1412,3047,3364,Graves
2158,JUNGLE,a-NRS34zs-48AwxrPn9lxMgJVqv1YANmj2hM4wFoT5DI-pU,72,2,6,7,2,1,4666,11185,251,27447,8575,13,2,23,20,2421,1401,3111,3800,1057,1029,3364,Skarner
2170,JUNGLE,VDbgZfB3T7FQWEHvLGxNdsPTsQ-cgsBQkJfkHZ0Var1SbWM,421,7,1,4,5,1,12223,26287,506,19031,9130,12,4,23,18,1412,2055,1033,3071,3111,1028,3364,RekSai
2171,JUNGLE,2DFqEthJGTO4Dh3ENqBkdykSxBs7mkhb4CPldjgSFZPfb_U,121,8,4,8,4,1,17375,32320,2163,30670,11675,14,4,33,10,2055,3155,1400,3111,3133,3071,3340,Khazix
2176,JUNGLE,rzeoaYRCMCF8JtjthypxFIAM72xirSPMK-3fyQ0nXI-1YA,28,3,11,8,0,1,7071,3319,0,24531,8346,14,0,6,7,1402,2031,3020,3100,1052,0,3364,Evelynn
2181,JUNGLE,Du-_5GykWN78oKqCHXJIjUvtJauAbCpNvhLguabwXkhYk_M,59,9,1,15,9,1,12865,18900,354,20790,11186,13,2,30,20,3071,1413,2031,1011,1029,3047,3364,JarvanIV
2196,JUNGLE,bzWACpNmXk1siGRKtdqxh2BzYjhwlsuX-ZvVBNlghkETDi4,421,5,8,8,2,1,17789,34589,197,54321,16467,18,5,44,16,3156,3026,1011,1400,3111,3071,3364,RekSai
2219,JUNGLE,m8yrZ7zgZ8de3PCBAJbmh_1nLLTyd2Y8J_JPuWIOsTh64Hg,517,9,6,4,3,1,17153,5258,265,22387,9417,12,2,23,32,1402,3027,3020,3113,1026,1027,3363,Sylas
2220,JUNGLE,A1MAT63HLV2c7C9TeH23xqX5ZzHmKs1klhJ_JtOoP-PGUg,121,6,8,6,4,1,14455,7365,0,30089,10498,13,8,28,11,1400,3071,3147,3047,0,2055,3364,Khazix
2241,JUNGLE,XfSaheqFbP_i1-kpfAsgZDEzLpX_htSMVzsKzOlX1dBhxpg,64,2,7,14,0,1,12168,19162,1234,31544,10744,15,8,31,19,3026,1412,2055,3047,3071,0,3340,LeeSin
2259,JUNGLE,NlXWl9N0ldxUAZtx7RMx5DCbMfwfqQf2PMWUQroq6g3Igw,141,4,5,3,3,2,7048,30689,1423,23685,8349,12,1,12,11,1400,0,3111,3071,1028,1036,3364,Kayn
