,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
7175,TOP,bcFBf58lMJoC7uf_XeMmYsjjs_UGCnw68WKEP8ex3hRNSg,120,12,3,10,6,2,26690,14475,8894,41892,16311,18,1,20,17,3065,3111,3078,3742,3053,0,3364,Hecarim
7238,TOP,9QiswKzg8q73OUQFXdJba0uaJ9LbWErmzKAn4XW0n9VK8A,421,9,8,12,3,2,21894,15967,607,29593,13159,14,1,26,29,1412,3053,3047,3071,3194,0,3340,RekSai
7867,TOP,5iiX1VRa4H4hK8iWukAbjL8qbiYYjT6yGkTPFkXFe3wAhW8,517,9,5,14,3,1,25053,13785,9505,30517,17045,18,5,46,28,3152,3135,3165,3285,0,3020,3363,Sylas
8017,TOP,otuOy8PzLCN8q6mhX5B9JrFiJcfACz_c4fuhh06MIuvizTo,59,1,4,3,0,1,7113,20,0,16548,7006,12,4,20,9,2033,3077,2055,3071,1036,3047,3340,JarvanIV
8234,TOP,7iMKe4BNNn_o8V1olDfDvrZ9YjaTloC0tTcswmq_Ow,59,4,5,24,2,1,17936,5686,3683,23554,13455,16,4,20,17,3071,3748,2055,3156,1031,3111,3340,JarvanIV
9477,TOP,_LR5Ze_rcSmP4ZA2PAHuwT8BXBcoXisCbMt8a-AMu5OhcA,517,2,7,0,0,1,6924,463,463,16286,6606,12,3,8,9,2033,3152,3020,2055,3108,1052,3340,Sylas
9497,TOP,bQ0CSvGCBQB0IAOJRfglIaGng5alhQPkze-t_5ijU7CN-io,517,4,6,9,0,1,16649,1130,0,25604,10585,15,1,21,31,3285,3157,3152,3111,0,0,3340,Sylas
9716,TOP,O1bQ0u1IzSP_eh_G6f9RntUQVfeafy6c-QoEJIEJU27hn4A,79,7,4,3,4,3,17602,17825,3312,33187,9693,13,0,10,36,1056,3027,2033,3111,3065,1031,3340,Gragas
9772,TOP,ugUaEM9kXJh3-uPMLDtyiB_c9vbcShvJncMTHDCGm4i_bRsHiw44MaQ7,517,4,7,3,0,1,19526,4954,4382,22034,10571,14,4,16,21,3157,3152,0,0,3285,3020,3340,Sylas
10054,TOP,dOOK4w2IhcbrqQuyvQalg35uw5BjK3avBLXNVL-_WJzChG0,79,5,2,3,5,2,12648,7616,2764,12688,8558,13,2,15,24,1058,3285,1056,1058,3158,0,3364,Gragas
10076,TOP,z_onsd8SuErrvptHmqMf9Y1RbN2f9sA0zG3fyoMZTVUyb3A,517,1,8,1,0,1,12906,2773,2773,22321,8702,14,2,16,20,1056,3152,1056,3285,3111,0,3340,Sylas
10410,TOP,7iMKe4BNNn_o8V1olDfDvrZ9YjaTloC0tTcswmq_Ow,59,5,3,13,2,2,21481,11100,6193,22632,13092,15,5,13,22,2033,3748,3071,3156,0,3111,3340,JarvanIV
10980,TOP,rJgVbavpVsBtVfCJQHG75jwU53feVDfMaajQa5kuNzot4pM,163,5,0,4,5,1,7108,4084,3558,7905,8378,13,3,19,7,2010,3111,3140,0,3285,1056,3340,Taliyah
11525,TOP,g-G87wy4dTznlwATu6vL55iGPmx9H-eP1F1TySfM1uLt_KwvFiF1X6k8,35,5,5,2,3,1,12101,3026,2239,14795,7403,12,0,7,25,1055,3057,3117,3147,3044,1042,3340,Shaco
11675,TOP,hLmy4FRCQPlUQ1H2mk8EYL8doD1NOuex043UgPfIm498lq0,517,2,5,5,0,1,9942,2104,1183,18776,7721,13,3,16,16,3152,2033,1026,3111,1082,3802,3340,Sylas
11756,TOP,2tO6UwdQDB4vzRy37qxHllkc4Ox4XIly-SOzOtN0ZeqBtw,517,4,6,7,2,2,16616,2287,791,19697,11414,15,5,24,26,3047,2033,3152,3157,0,3285,3340,Sylas
12697,TOP,TTrw_qylQzzhaQmfldU31gNMPv60op2DhYyfvGe3T5ydGg,517,6,5,3,3,3,12886,2207,0,22512,12456,15,0,8,13,2033,3152,3157,3111,3285,3057,3340,Sylas
12891,TOP,RRlCWE_QC8eKGjN4AWdfK8bJoFZf1yx_HLq3-qkt1_41kg,163,5,14,9,3,2,19566,5969,3082,29284,13089,14,4,56,14,3098,3157,3285,1052,3165,3020,3364,Taliyah
12904,TOP,p7hEIbD_rfRde3bdMhe9BvX5ruexVJHDGCZG0g4ZsBKBN9I,60,4,4,2,3,1,14496,18492,3523,18226,10308,15,5,27,14,3091,2033,1001,2055,3124,3115,3340,Elise
12933,TOP,qFFPm5IJN-NJUU5SCsb1YuSgtaur2zkx2ZQ5MGnPfn2RMw4,517,4,6,8,3,1,17537,16613,5882,23974,12885,16,4,37,20,3152,1058,3157,2033,3285,3020,3340,Sylas
12935,TOP,qFFPm5IJN-NJUU5SCsb1YuSgtaur2zkx2ZQ5MGnPfn2RMw4,517,4,3,10,2,1,8403,12349,7515,12920,11231,15,3,22,9,3152,1052,3157,2055,3020,3285,3340,Sylas
13135,TOP,LR9ubAqCmVSvC1WWSzqLI44tiaETYYt-S_XP8-1P68fKFg,517,7,7,9,3,2,20512,5420,2954,26626,12246,15,3,21,26,3152,2033,0,3089,3285,3020,3340,Sylas
13156,TOP,GhsCCGaHA5jy6oswPlv8z8XmSX39fnPbrOLI0iMsmDpNBKQ,517,7,8,4,3,2,17383,3392,3064,20952,12011,13,2,15,25,3285,3157,1082,3108,3117,3165,3340,Sylas
13581,TOP,VU48wfp7HR6qLPrLNRzGP8LhW_KTk8UdWKKupse7oegVKZI,517,2,7,1,2,2,9912,6473,3528,17539,8442,12,6,22,22,3152,3157,2055,3111,1052,1082,3340,Sylas
15386,TOP,GhsCCGaHA5jy6oswPlv8z8XmSX39fnPbrOLI0iMsmDpNBKQ,113,1,8,2,0,1,8260,2174,2174,20753,6086,12,1,13,21,2033,3194,3111,3067,0,0,3340,Sejuani
16085,TOP,xkbRhAP2LbC3dYhqeamuaK1oA0T12SPktFrWEQMhVJz1ZQ,76,5,8,15,4,2,20220,8893,4973,35169,11938,16,3,30,25,3030,3157,2055,3089,3111,1026,3363,Nidalee
16439,TOP,dGpCrGpL1SJxpvz5YICtA_FsbE_CJo6QmieE4mUOhKuR5A,517,6,14,16,0,1,11572,4402,2243,36876,11165,16,1,17,14,3020,3157,2033,3089,0,3152,3340,Sylas
16719,TOP,NyCl39Ntcj-k6Hl4tWLjB_YQ1e9Gzki_4BhM6r56HAV5skQ,79,13,12,20,4,2,53911,15579,2948,45895,18149,18,0,32,67,3152,3285,3020,3089,3100,3102,3340,Gragas
16768,TOP,GhsCCGaHA5jy6oswPlv8z8XmSX39fnPbrOLI0iMsmDpNBKQ,517,3,6,3,2,1,13284,5204,2994,20860,9782,14,4,26,13,3165,3285,1052,3020,3108,1028,3340,Sylas
17184,TOP,6M7aNaAg5y-O-V7oQFxMWAhoiZ1vA9W72plA6Kim2N-NLA,120,4,8,10,2,2,16577,10501,4471,34521,12503,16,1,13,11,3814,3053,3047,1055,3078,1042,3340,Hecarim
17472,TOP,o_7-geRh37g0Mbm8_ySnqnl46WkA71P9_5IDlCCjBbwKlRPRWs19Wx1G,517,0,5,3,0,0,5326,7589,2321,17463,8389,14,0,11,12,3285,2033,3157,3111,0,1082,3363,Sylas
17477,TOP,g0HqgP_MZXn1MlDi1w34a_Bjxx2BWcNfdoIG2HdDIKnINQ,517,2,5,6,2,1,8659,1534,754,15709,7162,12,3,22,14,1052,2033,1026,3152,3020,1082,3340,Sylas
17486,TOP,f4p9VF54ftMYpWKKm7ZDkOTfh6LyOggA9sd4df6Rlwvt-kQ,517,6,2,3,3,2,15445,5241,2658,14691,10911,14,1,10,18,2033,2421,3152,3285,3020,3108,3340,Sylas
17722,TOP,LkX1LDkkUjsemvFRP0CXRZyvAiHYyjbKwQp33DbZBMqCFQ,120,6,10,7,2,2,19176,11934,2806,41193,12866,16,2,27,27,1400,3078,3053,3047,1028,1033,3364,Hecarim
18392,TOP,L0CPDcv4RHSNdO7_-HU0l25O3fqPz9FBNQzUGlR_BdITMw,120,8,6,2,2,2,15146,2286,2286,22457,10455,14,2,19,17,2033,3800,3047,3211,3078,1055,3340,Hecarim
19072,TOP,UylE_K0JtglGU75sA3N6sSZC7XfOriQvdhOJr753buT7THQ,517,3,7,9,2,1,15254,9977,6054,21232,10167,14,1,19,18,3152,2033,3191,3285,1082,3020,3340,Sylas
19886,TOP,k2k-D1gFMXpF2IXP9XdesfIS2-WSNAdI4lq4w9_DmzwGnA,517,3,10,3,2,1,14491,1818,82,27464,8801,12,1,15,19,3047,3152,3285,3191,0,0,3340,Sylas
20039,TOP,wn0igBzrp34Wl8UfWGu-zI_7Tzxh6YY7-4W30ueOD0eN-g,517,9,3,8,4,2,17322,7085,4759,14253,10748,14,0,11,24,2033,1029,3057,3047,3157,3152,3340,Sylas
20081,TOP,0iHVJBoOaIepiblpMpLjYe_P3hF54SnAh9zfVKxIdEUrOe4,72,1,5,8,0,1,7848,1438,0,17778,7165,13,1,14,39,3110,2031,3111,3211,3067,1033,3340,Skarner
21057,TOP,O1bQ0u1IzSP_eh_G6f9RntUQVfeafy6c-QoEJIEJU27hn4A,79,2,3,4,0,1,12486,4019,3217,22336,9027,14,0,11,29,1056,1056,3024,3111,3068,3211,3340,Gragas
24264,TOP,ekMw7vTiBv-j9N1WoUi9cx8eEZYcVnxrZf4ek7qvUYVHig,517,7,5,2,3,2,15531,2963,1928,23964,9832,15,0,12,12,2033,3152,3285,1058,3111,1026,3340,Sylas
24398,TOP,nbxOSGOV7iEaoSr4EqwPrkeYrqHRVcCKZz_6De9fDhBczA,517,9,7,7,4,2,28261,7430,4158,37906,14209,17,1,22,33,3020,3152,3157,3165,3285,1082,3340,Sylas
24422,TOP,Neytfidja16u469qSTxuRVVvmOIVipmL0l-u-6hwxTsvWQ,517,5,6,3,5,2,27053,8759,2920,31564,14340,18,4,36,19,3152,3165,3089,3285,0,3020,3340,Sylas
24559,TOP,ZYFaaSHl7fe-qZ1Cs7KplvrbQjZ_DRgCn91yWrL4wwTg88E,59,3,7,9,3,1,8798,4327,3363,23482,7794,12,0,12,16,3143,2033,3065,3111,1029,0,3340,JarvanIV
24634,TOP,H8duz7uL2GOGnYVnnG88H-V16FYjI13DgNrFSyMcDmM0RPg,60,8,3,6,3,2,16350,4114,4114,14836,11588,16,2,18,23,3020,2033,3157,3916,3151,1026,3340,Elise
25127,TOP,p7hEIbD_rfRde3bdMhe9BvX5ruexVJHDGCZG0g4ZsBKBN9I,60,3,8,1,0,1,18300,6950,6950,22874,10040,15,0,13,25,3091,2033,3111,1052,3124,3101,3340,Elise
25153,TOP,7BL9klK5a5_S7DE15eGo2dTteA_9iYnIrxVhGC8yqP6UGK0ajlO_cPD_,517,11,5,14,7,2,33059,3456,2940,32554,11438,14,1,14,28,1026,3020,3152,3113,3285,3057,3340,Sylas
25252,TOP,pmzPHjzRl4256XpmWAzCn0zYpl3lX8gtLxKVJ8lQHB8KKA,517,5,3,5,4,1,11832,2125,2125,12746,8167,13,0,7,14,2033,3152,3157,1082,3020,0,3340,Sylas
25270,TOP,I0shO03jHY2GPVWmfiQk14bJiODKGPuz_kbFmbUHW99hIoM,30,8,10,9,2,2,19151,1251,0,24946,11877,14,3,26,12,1402,3136,3020,1026,3165,1058,3340,Karthus
25666,TOP,LVNWkHM6vEewpUluUY8SoQT_sCwJtFWwEcUiM9-14A,517,6,1,5,4,2,12848,18600,3045,12299,8503,14,1,22,22,3152,2421,3108,1414,3111,1056,3513,Sylas
27092,TOP,k2k-D1gFMXpF2IXP9XdesfIS2-WSNAdI4lq4w9_DmzwGnA,517,4,6,8,0,1,15203,5378,3220,22582,11776,16,6,27,22,3020,3152,3157,3285,1026,0,3340,Sylas
27594,TOP,wf-CXOK2fxCNArsXiQpX5xEGbdynVc9sEi-wQaZE6mU,59,6,4,3,5,1,13702,1971,1971,20012,11018,15,0,9,8,3071,3053,3142,3047,1082,0,3340,JarvanIV
28795,TOP,55eqX5IQcFvwiHRpkrJMAwvc3D_KHmFtlgP7OehXgHSu6Q,79,0,4,0,0,0,6798,342,342,21355,6253,12,1,16,22,2033,3065,1031,1082,1028,3111,3340,Gragas
28990,TOP,whjS_shejC1Dqg_PnEbpGSptvQBeDcLpbl5V7GV6LOjSvQ,517,8,6,3,5,2,17319,0,0,20615,13654,17,1,16,16,3047,3157,3165,1058,1058,3152,3340,Sylas
29592,TOP,YUDNtcOdIal8IYs5nz_kyZslc3T3fNlgKt37Ijv5CJAPBL8,33,8,7,7,6,2,22835,13077,5828,27131,14721,17,5,33,52,3068,3083,3091,3052,3047,3075,3363,Rammus
19,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,76,17,1,7,10,3,29906,20098,15883,22461,15527,16,1,23,11,3025,3152,3047,3115,3285,1056,3340,Nidalee
49,TOP,O1bQ0u1IzSP_eh_G6f9RntUQVfeafy6c-QoEJIEJU27hn4A,79,2,5,7,0,1,7369,3421,3421,18998,8428,13,0,16,19,1056,3047,3083,1056,3068,0,3340,Gragas
176,TOP,2etSRsxjiA1RIu5GaiIw8SMNrjbokp3mWN9IpvD0kBKUllM,517,7,9,16,2,1,27995,9136,7225,32393,14242,17,2,20,41,2033,3152,3157,3285,3135,3020,3340,Sylas
225,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,517,8,7,5,3,1,30685,1338,426,46139,14258,18,3,29,28,3157,3152,1058,3165,1058,3020,3364,Sylas
446,TOP,63D32YkA0YOJC7UOGcTuj65HfSckAhZdl02D6Gdzqgz5hg,517,6,2,8,3,2,14651,16167,3896,17969,9855,14,0,14,20,2033,1082,1058,3285,3158,3152,3340,Sylas
767,TOP,lzD2Lfcuyn5KFGkbxOmZLI_Tb2dt4gObbhnu0IL_o8F_gwE,154,5,8,6,3,1,11643,2628,475,72596,11883,15,0,18,39,3068,3065,3111,3083,3211,1033,3340,Zac
810,TOP,k2k-D1gFMXpF2IXP9XdesfIS2-WSNAdI4lq4w9_DmzwGnA,517,4,5,8,2,1,11800,5646,5373,22358,10143,14,4,20,19,2033,3152,3157,3111,1082,1052,3363,Sylas
1353,TOP,XoH9YUAha5qVRYnmlPleMgq3--GI2rRrhbMkZZh88Dq-3Q,30,2,11,8,2,1,16004,5750,0,23609,10733,16,0,20,23,1056,3116,3165,3020,1058,1058,3340,Karthus
1555,TOP,3nF1JCtGfEq_WTOlwE46Ghkfs_WXGqiI3ZEBj-54Do4Sh9A,79,2,9,14,0,1,13316,4690,3650,24336,9076,15,7,21,41,2421,3143,0,3047,3025,0,3340,Gragas
1611,TOP,Z0A7tSVBiaUciOdiCTTiFa6G7VjedqLf-Fu2EBFatkhlDw,517,8,7,6,3,1,24384,2680,1688,31283,13324,17,1,23,29,3152,3157,3020,3285,1082,1058,3340,Sylas
1728,TOP,OPxRceB7-5f6S-H959PgreZOLJi21R4JnX6Z5mqDCUcf-A,517,6,10,17,2,1,18921,9982,4862,25440,10868,14,2,24,39,3157,3152,2033,0,3020,3916,3340,Sylas
2794,TOP,L0CPDcv4RHSNdO7_-HU0l25O3fqPz9FBNQzUGlR_BdITMw,517,3,5,10,0,1,16350,3677,2110,20376,11242,16,3,24,18,2033,3152,3020,3057,1082,3157,3340,Sylas
2831,TOP,63D32YkA0YOJC7UOGcTuj65HfSckAhZdl02D6Gdzqgz5hg,517,6,6,9,4,1,27562,9139,3647,32556,14180,17,4,24,33,1026,3089,3020,3285,1011,3152,3340,Sylas
2948,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,102,7,2,6,3,1,20315,10438,6803,26134,14049,16,1,21,12,3116,3151,3020,3115,1026,3916,3340,Shyvana
2996,TOP,erd9jh0F6V06SG0LpvDsbkKureZ9d8q13pcf2fZaLp86YZY,79,5,3,6,4,1,16027,3843,0,22827,9736,15,0,14,39,3065,1056,3068,3057,1056,3047,3340,Gragas
3215,TOP,6TbnSkYCpgECbqDhxqdUdZ6YeKbOMln2OuT2-k3whvsZMg,59,8,6,11,3,1,18858,7202,1063,33711,13784,17,2,23,28,3748,3053,2421,3047,3071,1057,3340,JarvanIV
3251,TOP,6TbnSkYCpgECbqDhxqdUdZ6YeKbOMln2OuT2-k3whvsZMg,59,4,5,11,2,1,18710,11720,7345,25745,11130,15,4,21,19,3748,2055,2420,3071,3047,3076,3340,JarvanIV
3682,TOP,O1bQ0u1IzSP_eh_G6f9RntUQVfeafy6c-QoEJIEJU27hn4A,79,4,8,4,2,1,12109,6917,3608,36323,13260,17,1,14,31,1056,3083,3057,3068,3111,3065,3340,Gragas
4418,TOP,kiytlCl4SgA-45-R4cKvyDniT3RGpVa_hUK2hYEbj1mIgd0,120,3,8,4,2,1,12713,2888,1229,23923,9725,13,1,9,18,3111,2033,3078,3110,3211,0,3340,Hecarim
4580,TOP,J7tl1O66K8BrvwyeyW3rkzke5Qc9Rv92s_g13zpi0IManNc,517,10,3,7,9,2,18154,4193,2036,18299,10603,14,1,13,20,3152,2033,2421,3041,3285,3047,3340,Sylas
4992,TOP,EnUiewKMOSIIA1661wupOqFvVZ_nS7JK4XFi75Yi4Z71ZA,517,3,5,5,2,1,11338,1444,1444,20250,8396,13,2,13,20,2033,3047,1082,3157,3135,1052,3340,Sylas
5040,TOP,V8wkeDTRhJF_O4YT5WbV8Dkoc9yRn0sm7KrCPJUtkhaRVX8,30,7,13,6,2,2,36919,5198,1302,24974,11971,15,1,25,7,3165,1082,1026,3020,3157,3285,3340,Karthus
5186,TOP,xkbRhAP2LbC3dYhqeamuaK1oA0T12SPktFrWEQMhVJz1ZQ,76,5,4,6,2,1,14411,7743,5390,19287,9802,14,4,21,17,3030,2424,3108,3151,3047,1055,3363,Nidalee
5354,TOP,6TbnSkYCpgECbqDhxqdUdZ6YeKbOMln2OuT2-k3whvsZMg,120,6,1,10,6,2,16673,12121,6627,26641,14353,17,3,29,18,3800,1038,2420,3078,3047,3053,3340,Hecarim
5377,TOP,ICY2ZgBWxd6xvi2Gmonl8AJw73eucnPa08JXxGtGxzOqFIw,517,2,8,7,2,1,15323,2575,1514,20776,9957,15,4,21,25,2033,3152,3157,3047,3916,1026,3340,Sylas
5631,TOP,BZKHx4l_M3XlmHjuH4H_kGnbipuvurUNvVVJyFHG6IJC3Sk,77,4,12,0,3,1,7254,4015,975,29995,8388,13,0,12,13,3078,3142,3047,0,0,0,3364,Udyr
5799,TOP,1qnL-PrhacuxA7vt1S74cHE6eBl9i1oxmyhEuxwI-L9rqg,517,4,10,13,2,1,19112,4913,2069,26245,10466,14,1,17,22,3285,3108,3152,1056,3191,3020,3340,Sylas
5884,TOP,CXZWdYNsg5ISJ1q8sfIcY1G7WiBuC_CIDL_kyApkZgOMg2o,19,6,5,10,4,2,16041,10924,4775,34808,12960,16,3,27,23,3078,2033,3748,3047,3065,0,3363,Warwick
6027,TOP,tXlsHfspalG_INULO1vrqgGPAYQO23sTd_PvLaL5nNYeIcU,77,2,8,3,0,1,6934,13762,7798,25017,9942,14,0,16,16,1055,3091,3068,3144,1042,3111,3340,Udyr
6140,TOP,xkbRhAP2LbC3dYhqeamuaK1oA0T12SPktFrWEQMhVJz1ZQ,76,1,6,4,0,1,9484,0,0,16772,6493,11,1,10,16,3030,2424,3136,1055,3047,0,3363,Nidalee
6525,TOP,OPxRceB7-5f6S-H959PgreZOLJi21R4JnX6Z5mqDCUcf-A,517,6,10,12,2,2,19613,5834,2749,26134,9229,14,1,12,22,3157,3152,2033,1052,3020,1026,3340,Sylas
6675,TOP,ljRC0OJ1_BYYofE7y_SPhSzod2CKvQu7A90CIJJXVNK01w,517,6,8,11,2,1,17368,7127,1402,26431,11124,15,0,15,20,3152,3285,3020,1056,1026,3113,3340,Sylas
6797,TOP,O1bQ0u1IzSP_eh_G6f9RntUQVfeafy6c-QoEJIEJU27hn4A,79,3,9,2,0,1,13617,3264,2367,28831,8233,13,0,9,33,3065,1082,2033,3111,3067,3057,3340,Gragas
6997,TOP,ALFrW2FzeZC507qU3K5yskNbn7x3wuLBtFCkacgxRsHd8Q,517,1,6,6,0,1,15006,7236,6359,22054,12223,16,8,36,18,2055,3152,3157,3020,3285,1058,3340,Sylas
7037,TOP,0iTIYcKsMpWgVr_FWFdf6D6lvBEQWRqiOe7RVwcnn2CWGw,48,5,5,11,3,1,18567,10621,6860,34220,12811,17,1,18,23,3047,3143,3077,3024,3078,3082,3340,Trundle
7676,TOP,AEWpBCPm4GtEt3N1SBN8gVimHEPAW9QFSFt-BParuIvXSA,59,8,2,11,8,2,18425,8622,6286,17763,10705,13,0,10,39,3748,2033,3071,3047,0,1029,3340,JarvanIV
8153,TOP,dBRVgXQf7y-HECfH7u5uhFgocl8ELZvnFa6JuMhoTgngAA,517,6,4,15,4,3,35462,6966,2639,22512,15143,17,1,18,40,3089,3285,3152,3157,3020,1082,3340,Sylas
8524,TOP,nlJeDnRQ4xo-J-SAKjT9mY-3byWNTxjhzUMJoYKogBDgvTU,59,6,7,5,4,1,19516,7765,4134,40362,12395,16,0,14,24,2033,3748,3047,3053,3071,1031,3340,JarvanIV
8683,TOP,FaqQMmiehDJFn_lYWeJ_pU1Dp2sRgEHpNZHsgyd5uPlaXdA,517,0,2,1,0,0,6804,2832,2832,13367,7755,13,1,15,12,2420,2033,3285,3191,1082,3020,3340,Sylas
8893,TOP,eZfKUjDNLdvVZFHZ5MJQDJWQf8LViwSidUw_OH2FlGCxqvo,517,11,3,8,7,2,22207,6542,5132,20312,11587,15,0,9,28,3111,2033,2421,1082,3285,3151,3364,Sylas
10272,TOP,nxY41jhGWBe5vDBEN1yDdMyLo5BsmzgM1lok8_k6Y2YhzzYlBgtuL6EM,64,4,6,5,2,1,14092,9810,2381,20674,9721,13,1,9,20,3077,3142,2031,3047,3071,1036,3340,LeeSin
10337,TOP,_Diu_gwtRLuWywdycwGT7lTSrOoV5GjDJMNe9DXZfyvr2j0,517,2,4,9,0,1,9246,5907,3907,16057,9516,14,3,22,10,3152,3157,0,3047,3802,1082,3340,Sylas
10742,TOP,56vg0d2TlqK0iDLVfI-3PGW712hq2LBeTLqPj4Q4qcztcAA,517,1,10,6,0,1,11996,2541,0,22004,6143,11,4,15,21,2033,3152,0,3047,1052,3191,3340,Sylas
11642,TOP,xkbRhAP2LbC3dYhqeamuaK1oA0T12SPktFrWEQMhVJz1ZQ,76,4,5,5,2,1,12576,1389,0,25301,10943,15,0,12,15,3030,3157,3047,3151,1026,0,3363,Nidalee
12540,TOP,eeMAZyl5XCNBziutc-7XO2kWCyBlU-OS6X9-yeTOJtY,30,8,2,10,4,1,20350,23828,1622,16462,13426,15,1,15,17,1402,3135,1082,3020,3151,3165,3340,Karthus
12878,TOP,YnK4mBjur_REvjcnyhAw4n0cO57phranZNlmWemEtXyX54E,517,1,6,7,0,1,10601,3148,2480,16908,8020,14,7,29,19,3285,1082,3152,3111,0,2055,3340,Sylas
13044,TOP,HFQylYSV7wEr-7Rat1BbOEWTFTjzPUW-rGcWg1q9KoKxgm4,163,2,7,9,0,1,11711,998,998,13919,6517,10,5,15,9,3020,3285,1082,1056,1056,0,3340,Taliyah
13171,TOP,LR9ubAqCmVSvC1WWSzqLI44tiaETYYt-S_XP8-1P68fKFg,517,0,10,5,0,0,15103,1241,914,25433,9305,15,3,34,19,2033,3157,1056,3020,0,3285,3340,Sylas
13189,TOP,LR9ubAqCmVSvC1WWSzqLI44tiaETYYt-S_XP8-1P68fKFg,517,5,4,5,3,1,17017,621,621,17705,8274,12,2,18,24,2033,3285,1056,3067,3020,3041,3340,Sylas
13399,TOP,KuDBl7qecJa2Y7EW5SRh9J2XcoQ4m69KViKrsDztgjM111Y,517,4,7,2,2,1,8669,3423,1810,19313,7902,12,1,13,12,2033,1082,3152,3285,0,3020,3340,Sylas
14776,TOP,12d0800gNgKCVfwcpfgOT44IC_1i-3RANRtzT5EX2q-ZHtLBsvNckUwr,517,4,11,6,2,2,12043,3804,3195,27878,10165,14,3,15,20,3152,2033,3157,0,1001,3285,3340,Sylas
14793,TOP,Sep9msxDi_wjYLcLhuVCXDa3swsct7PUWZxmZSlnr0w0hmo,517,4,4,1,2,1,6434,4326,327,16747,7515,12,4,18,16,1026,3157,3111,3916,2055,0,3340,Sylas
15394,TOP,vsJEhTlqlWmrc9VnL4jyaq0LnRvcImFWDdu-RZM8E5LTFg,79,1,2,8,0,1,9631,9429,1608,10790,8667,14,1,15,31,1056,3025,3075,3111,3067,0,3340,Gragas
15643,TOP,U1n_slFTRk65ZV61tgh_Y5e03ncFDUIYEhHdZv5rDlYFloU,517,1,5,0,0,1,10644,2226,1245,14652,8931,14,3,13,20,2420,2033,3152,0,3285,3111,3340,Sylas
15783,TOP,_-L3gCSslYdXh0-V9ZkVOVhehY-U309_bAFlPljnjM9KkQ,517,2,5,7,2,1,18868,3282,1980,22126,11113,15,2,21,25,3152,2033,1052,3047,3285,3157,3363,Sylas
16171,TOP,eZfKUjDNLdvVZFHZ5MJQDJWQf8LViwSidUw_OH2FlGCxqvo,517,5,6,11,2,1,21739,9666,6149,27308,13366,17,4,28,38,3152,2033,3157,1058,3047,3285,3364,Sylas
16182,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,517,5,4,9,3,1,20072,2252,1534,24023,11688,15,2,23,20,1026,3152,3157,1052,3165,3020,3340,Sylas
17559,TOP,KuDBl7qecJa2Y7EW5SRh9J2XcoQ4m69KViKrsDztgjM111Y,517,5,10,9,2,2,21094,6662,0,31731,10303,15,1,24,25,1082,3157,3152,1001,3089,0,3340,Sylas
17577,TOP,RtBlvjb8Uo8WjHNlAmM2XbZNnnnYc2QqbFePZLaSzY87CfA,120,2,9,8,0,1,5176,2622,1648,18092,7896,13,0,12,9,3044,3025,2033,3047,3067,0,3340,Hecarim
18022,TOP,2XGCCLlWkM7S0vjMd4zj6mNF4PJ5gC7O_mNEfQIjXy_zges,517,1,9,5,0,1,7988,219,219,23484,8603,14,2,11,17,3152,3285,2033,1029,1082,3020,3340,Sylas
18373,TOP,L0CPDcv4RHSNdO7_-HU0l25O3fqPz9FBNQzUGlR_BdITMw,517,4,4,3,2,1,17614,8969,3756,20779,11787,16,1,16,16,2033,3152,3108,3020,3285,3191,3340,Sylas
18475,TOP,zWYSPXuCmGeamFsjnfp0MCC45Ju7ASeYQFbq16jlXipXLOs,517,5,1,14,5,2,29398,4713,2090,19301,13311,18,0,16,26,3135,3152,1058,3111,3285,1082,3340,Sylas
19089,TOP,1f7mAVJ1sb4p_lsBPVZT5zjUnb6s34UbDgpbw3ShhQ3JuA,517,18,3,4,10,3,25036,7705,4757,19720,12546,14,3,15,29,2033,3152,3041,3157,3285,3020,3340,Sylas
19183,TOP,-EFdu4J_PhfWcZoCRtYH7g6tJbLOZZcI8OWwclOX0vT5Rw,59,4,1,7,3,1,8815,8206,6978,7916,10285,13,2,16,5,3077,2033,3142,0,3071,3111,3340,JarvanIV
19855,TOP,iHcsLZBCk7icAsWTJKUnVpF4mFF-xXsP0DiNITuMavEWyX8,517,6,4,9,6,2,21519,9251,2723,28382,12769,17,4,31,17,3020,2033,3152,0,3285,3165,3340,Sylas
20099,TOP,q0-wf3pL_LOkYlZ2GOej5E7ZJYkSrAbjZgg9IQR1IeaRxw,517,4,4,4,2,1,14099,9979,1552,17033,11502,16,1,12,16,3157,3152,2420,1056,3020,3100,3340,Sylas
20977,TOP,0JpDDYl5b32mlf3mnIloS_s5SUOIpOdNSCwi-L0dZZSE423PxJ7Nm1qS,56,4,7,0,2,1,14015,3392,3303,18572,8899,12,2,16,99,2033,1038,3074,3067,1036,3047,3340,Nocturne
