,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
11753,MIDDLE,hu1D-F1NI1gN_UvLpnkEKYgFVMzQo8gOMmCBL_6p6VHJQoc,268,5,3,7,4,2,21784,22499,9801,19615,13160,16,4,25,12,3115,3165,1058,3006,3135,1056,3363,Azir
11755,MIDDLE,snrgc438vQXHf4oknMHNx-b9pzt03zidPTn6gRXuYOnLsQ,157,18,9,7,4,2,29981,17209,4327,37274,18092,17,0,20,36,3087,3006,3031,3053,3026,3139,3340,Yasuo
11760,MIDDLE,UydKp9BHPAnbCaRAXiUcliLi5c6U-74ywcOaMavXbA,84,7,6,5,2,1,20097,8348,6787,25388,11874,15,4,23,8,2055,3146,3165,1054,3020,3135,3340,Akali
11763,MIDDLE,27t5KxsERhNRPBIMQebXUlpwqkiLsdAl9riOulxrzNAjzA,134,7,5,15,3,2,47559,14593,7483,24317,18977,18,0,23,65,3157,3135,3020,3165,3285,3089,3340,Syndra
11785,MIDDLE,5N3nQa0oCk8R7DMLT1GpGnAdzmLCSJ62FcVtdAR2w9O1sQ,238,18,8,9,12,2,40747,5790,5482,31371,16008,17,0,27,4,3142,3144,3111,3071,3036,3147,3363,Zed
11786,MIDDLE,LH0N8rakXwGSf1lMaOwIixH4-36VrDPMSR-IOP7J9CTqblk,238,4,11,4,0,1,13156,2655,1413,22478,9249,14,1,12,6,3156,3111,3147,3134,1036,0,3364,Zed
11835,MIDDLE,HV8c5MCZWWyQjphFCxNRk3nFPNGcCdH0RpQN0xZa0woJdA,238,9,6,9,3,2,30677,2189,1919,19129,13245,16,3,21,7,3111,3142,3147,3036,3134,1037,3363,Zed
11861,MIDDLE,Pm3GFo04o5gj3Ct9yFsjwfvrz8QWIG750Y4mzumxKmhOUA,115,2,5,3,2,2,24184,7886,7297,12688,11896,15,3,19,16,3157,3089,3285,3020,0,1056,3340,Ziggs
11866,MIDDLE,w9XO9FNxFFLBM83sbRgFQzFpzyYNL3AaZP-OySA4znCJ_w,518,3,5,8,0,1,15909,8537,2981,21519,12186,17,2,19,25,1056,3285,3020,3165,3135,0,3340,Neeko
11882,MIDDLE,pABgmovHF4o0fkvV07C0tyAMO4ohie9lgkV3kNymHXscISS1FPzYmusB,142,11,5,7,4,2,23968,4982,4982,16218,11825,15,7,26,32,1058,1058,3165,3285,1056,3020,3363,Zoe
11883,MIDDLE,LjMKegQTbsyLqfkS-62qmlkMAxSD9QLXzDHuJMYEesSbwA,7,8,9,6,3,1,19056,2996,0,21334,9358,13,4,11,24,1082,3285,2033,3165,0,3020,3340,Leblanc
11995,MIDDLE,CdvbZGOaUL2ZdkQ2q_sN7Dfj6U-j43AIvQNMfgxYz5E26X597gDUwizZ,157,7,11,4,3,3,18322,2633,2509,25367,11955,15,2,28,21,1055,3072,3031,3087,0,3006,3340,Yasuo
12052,MIDDLE,_sVU2gU9ULAv4tmUkIs1uTDHP0y_AWDEyQNotrOYrXjmPz0,238,6,4,0,3,1,12450,366,366,12221,8356,13,4,23,2,3047,3134,0,3142,3147,2055,3340,Zed
12093,MIDDLE,2oayB-mNqcd-WBgMYzDVX0L9OK2fzI3nQfTWx77XJlwyMAo,7,6,2,9,3,2,15815,1613,1417,14917,9795,14,5,25,16,0,3020,1052,3285,3165,2033,3340,Leblanc
12101,MIDDLE,I5UibsDuHSnSJLKSNz0YpHHepQGh53Q75YJFKi06qry4HVY50AYkYFz5,134,11,6,12,6,2,29973,3617,3176,14851,13690,16,4,31,47,3089,0,3285,3165,1001,1056,3340,Syndra
12193,MIDDLE,UydKp9BHPAnbCaRAXiUcliLi5c6U-74ywcOaMavXbA,91,4,4,3,2,1,11409,171,0,16414,9286,14,6,23,2,3142,3077,0,3117,3147,0,3363,Talon
12244,MIDDLE,27t5KxsERhNRPBIMQebXUlpwqkiLsdAl9riOulxrzNAjzA,134,7,11,10,3,1,32732,3743,2774,30733,16117,17,4,42,44,3157,3285,3165,3135,1058,3020,3340,Syndra
12245,MIDDLE,SsBZXARkTu7OhAGLxrVBeAPxvlftj8ITuYyYOe_DWNJqgyaS5hWFGFtG,245,2,13,4,0,1,14225,0,0,30424,9051,14,0,10,15,3152,2420,3100,1056,3020,0,3340,Ekko
12283,MIDDLE,ILL3R04iauuLiBMI_imzEKKe_o17x64gsBydpYNgN0_zOCs,84,10,7,5,5,2,24246,3431,2968,21944,10574,14,2,19,10,1054,3146,3108,3020,3151,3191,3340,Akali
12293,MIDDLE,7t6fieniChRHMKuKumcCNsLpNWPWVzqiNpOT4Xkp_HEw4gU,34,12,5,11,4,1,29847,3898,879,28652,13765,17,2,26,43,1026,3157,3040,2053,3027,3020,3363,Anivia
12299,MIDDLE,ILL3R04iauuLiBMI_imzEKKe_o17x64gsBydpYNgN0_zOCs,84,14,4,3,9,3,25649,3577,3472,17037,12365,15,1,15,7,1054,3146,0,3151,3020,3157,3340,Akali
12307,MIDDLE,P4GGThIHNrJdpACaqEqQR2Miz-CFtB1QxwVDxSSD6d5stg,38,4,8,2,2,1,9527,3045,1483,26246,9526,13,2,21,11,3027,3003,1082,1056,3111,0,3340,Kassadin
12352,MIDDLE,6qprXt-RvYxyA-kdiU8o17m9SwaGKMcmEfRFTVs1UhU,103,1,5,5,0,1,12522,3847,0,17272,7904,13,1,14,11,1056,3020,3102,3113,1058,1056,3340,Ahri
12353,MIDDLE,CE2n_w5zogZ8ZsE6DlRRC7vl4sLQbUansi_FRQInUad_4Yk,112,7,2,6,4,2,11790,5575,959,8742,9379,13,3,20,9,3198,2033,3116,1082,3020,0,3340,Viktor
12369,MIDDLE,nI03A1n4rDZKvprgIGy3ml42U3v12ik5b4r-RI69Au_oLQ,518,6,6,12,2,1,37668,4911,4511,25360,16414,18,0,14,88,3030,3905,3157,3916,3089,3020,3363,Neeko
12382,MIDDLE,RYh_vow9jkfyXGeoj5jbrojhBQcQ5LSdJaEdmeVOx5XHqjQ,84,6,6,7,4,2,19453,3031,2633,19110,14766,16,3,20,8,3157,3146,3165,2055,3047,3089,3364,Akali
12383,MIDDLE,09T9ZJnokMS2wA9hcCZkCVMGFsVR12vzh6XJZB0FVfGNXhs,115,2,2,4,0,1,14156,1404,415,6858,7981,13,1,8,11,1056,1082,1026,3285,3020,3916,3363,Ziggs
12445,MIDDLE,5gG9ZEC9GSmINWeOJugO6WYBIXji-FoHYibYuCDjTaNlu3Q,127,23,11,14,9,3,52900,4931,4280,36167,17534,16,0,21,68,3020,3152,3285,3157,3165,3089,3340,Lissandra
12448,MIDDLE,yUg9V9qHB8PqhrYWpXCGDuHBD6Xf0agZlhYHEKMyM39KO5I,13,4,8,3,0,1,17522,1920,74,21746,10809,15,2,19,25,3110,3040,3001,2055,3111,1082,3340,Ryze
12456,MIDDLE,GYHpqOvR5s8rUkgJbIaRZ97xozIbFxZxiZisHlYeTMY4NQ,238,8,2,3,7,2,17183,10227,7287,9658,12047,14,0,7,4,3147,3142,3077,1036,3117,3156,3364,Zed
12489,MIDDLE,eBir9AyELV8P4RlW7v3y-SPnKMFCIqm_bhpa4sZarocTI08,4,4,0,7,4,1,10633,11524,8068,7115,12206,15,1,16,22,1058,3027,3111,2420,3100,3191,3340,TwistedFate
12560,MIDDLE,k7LDyFlt_MC_u7YSTftSxg0jLdPkJbmwbN9qgfgJQtlEwpE,142,10,5,5,4,2,27406,2288,2288,21638,12420,16,2,20,34,3089,1082,3285,3165,3020,0,3364,Zoe
12583,MIDDLE,k7LDyFlt_MC_u7YSTftSxg0jLdPkJbmwbN9qgfgJQtlEwpE,142,4,8,7,2,1,24009,4039,3784,18967,9789,12,1,17,37,1058,1082,3285,3020,3916,1058,3340,Zoe
12585,MIDDLE,k7LDyFlt_MC_u7YSTftSxg0jLdPkJbmwbN9qgfgJQtlEwpE,246,3,9,5,0,1,11444,3013,0,18902,9212,14,0,18,9,3142,3155,1036,3047,3147,0,3340,Qiyana
12596,MIDDLE,7t6fieniChRHMKuKumcCNsLpNWPWVzqiNpOT4Xkp_HEw4gU,34,2,6,7,0,1,10745,5541,2993,15500,9561,14,5,27,25,1082,1056,3040,2053,3027,3020,3363,Anivia
12612,MIDDLE,CurC41-Ed4Jx4Px2a3bE71d__EAabhhLHAuNPvY7zobiPQ,42,16,6,13,7,4,53475,49045,10421,38239,24974,18,8,57,7,3156,3087,3078,3031,3135,3094,3363,Corki
12737,MIDDLE,mYXAG2pxtnLB2OL1J07x1YS0e37PkCmtsOlS9PHdcu_jL40,268,9,2,7,5,2,20203,13252,2841,16342,12886,16,3,27,11,1056,3115,3089,1052,3165,3020,3364,Azir
12769,MIDDLE,ChUvNPWgPwiaTGHmhu_OYYyEOtBZKnQ94WUGgHH9MqdBAg,7,10,1,2,10,2,15058,3532,2525,7648,9600,13,2,20,14,2033,1082,1026,1052,3020,3285,3340,Leblanc
12805,MIDDLE,nI03A1n4rDZKvprgIGy3ml42U3v12ik5b4r-RI69Au_oLQ,518,3,3,15,2,1,19084,16435,11214,18166,13884,17,4,42,52,3030,3905,1058,1058,3165,3020,3363,Neeko
12843,MIDDLE,d1KAoxA4_7yYaUGUahRjI8SRhRA-9iCAwRZobjnpWwgLISOFbOhEfSaa,105,8,3,9,4,1,25538,3255,3255,21867,12143,16,1,20,17,3158,3157,1058,3100,1082,1058,3340,Fizz
12854,MIDDLE,GyB9YOmderGZB6QVQWlQUb7KIOrLfc7IiwmgiqcbfVva5w,13,10,5,13,4,4,32968,16290,3403,24889,14433,16,3,20,27,3165,3040,3102,1052,3111,1026,3363,Ryze
12860,MIDDLE,HlG3AlNzr8DfB0_nrLSv5uGeCrOQFWN8E4NZUB1nOtlSkl0,4,2,2,4,0,1,8747,6073,3617,9381,9413,14,0,13,18,3027,2424,2033,3020,3100,1026,3363,TwistedFate
12871,MIDDLE,G7_beGOtG-Att1gVud47LKfmoGnBpQu9FSoVq5ld7PhwAIQ,84,4,4,0,2,1,7792,780,780,14233,8845,13,0,11,5,2031,3146,3020,1054,3165,0,3340,Akali
12875,MIDDLE,g0HqgP_MZXn1MlDi1w34a_Bjxx2BWcNfdoIG2HdDIKnINQ,7,8,9,5,2,1,14391,706,0,25406,9995,14,6,25,18,2033,3165,3285,2055,3020,1082,3364,Leblanc
12883,MIDDLE,ZZe0jgDjyyJNzuRkqkPGvh1ONhTg9o5NeHf3307GaqZ3nPw,38,12,5,10,5,3,32277,4646,4492,23897,14819,18,3,34,17,3100,3157,3040,3089,3020,0,3364,Kassadin
12904,MIDDLE,cXcKqurnHgyu60SPEi91EHJ0iETx_98Vma8hxYhdsImUfCw,134,0,4,3,0,0,7989,2190,324,10885,7812,14,1,17,22,3157,1414,3020,1026,0,0,3340,Syndra
12919,MIDDLE,G7_beGOtG-Att1gVud47LKfmoGnBpQu9FSoVq5ld7PhwAIQ,268,3,8,2,2,2,12301,3659,1257,20724,9821,14,2,21,8,1056,2031,3115,3020,3165,1052,3340,Azir
12920,MIDDLE,G7_beGOtG-Att1gVud47LKfmoGnBpQu9FSoVq5ld7PhwAIQ,268,0,3,2,0,0,12304,5815,1348,14304,8606,15,1,11,9,1056,2031,3157,3020,3115,0,3340,Azir
12921,MIDDLE,G7_beGOtG-Att1gVud47LKfmoGnBpQu9FSoVq5ld7PhwAIQ,84,3,8,3,2,2,15080,0,0,19344,10151,15,1,13,4,3157,3146,3020,1055,1052,0,3340,Akali
12922,MIDDLE,G7_beGOtG-Att1gVud47LKfmoGnBpQu9FSoVq5ld7PhwAIQ,268,7,3,7,7,2,31103,39017,4115,18319,17934,18,8,52,13,3102,3115,3111,3165,3089,1026,3363,Azir
12924,MIDDLE,tYkgTnx-BPnHZKo7jImLzssfPYXr0Qh5mFabrZ98PgF9sYs,134,4,6,4,2,1,18454,4315,3673,19975,14254,17,4,29,23,3285,3089,3165,1026,1082,3020,3340,Syndra
12936,MIDDLE,D_gU4rnW4nW8hOzYyhKoLEXiubXayPaJEO1CIqk499oBON0,4,5,7,15,3,1,15633,4602,1391,22725,9812,14,2,13,33,2033,3100,2420,3020,3108,3027,3340,TwistedFate
12938,MIDDLE,G7_beGOtG-Att1gVud47LKfmoGnBpQu9FSoVq5ld7PhwAIQ,105,4,5,1,2,1,12486,106,106,17565,9239,12,0,6,7,1056,3152,3020,3100,1052,0,3340,Fizz
12948,MIDDLE,jF3N0zlMx1s9oSjWnyUKh4tTEA4BWuTj_PUVA6d-LWN9KuI,112,6,1,6,4,1,16004,14169,8519,9797,11240,15,1,9,20,3100,3198,0,3111,1056,3116,3340,Viktor
12953,MIDDLE,KVy7Juij8b-QQ333P1I75qGkijG7KJcDjQAxk-9VBAXX8Gs,136,2,2,4,2,1,8735,3693,238,10899,7026,11,2,17,16,3116,3111,1082,2055,3191,3108,3363,AurelionSol
12954,MIDDLE,PZtrQpLJsghIr6IxToAHbwQ4N7UVY5c2wTTyltTaPaLs220,91,6,2,3,3,1,15051,2863,2863,12730,10476,14,3,27,2,2031,3142,3077,3117,3147,3044,3364,Talon
12957,MIDDLE,ChUvNPWgPwiaTGHmhu_OYYyEOtBZKnQ94WUGgHH9MqdBAg,7,1,9,5,0,1,13980,1816,1816,20801,8388,14,2,24,12,3285,1082,2033,3020,3108,1026,3340,Leblanc
12961,MIDDLE,CE2n_w5zogZ8ZsE6DlRRC7vl4sLQbUansi_FRQInUad_4Yk,4,1,3,4,0,1,14474,0,0,16158,9453,14,3,18,20,3100,3027,2424,3111,3108,1052,3340,TwistedFate
12965,MIDDLE,6KhLJXQjmv_huXohtdBAsHEibo-lmnBUWv9MuV2NBg6sMg,157,3,11,6,0,1,11090,8982,6234,21893,10810,16,2,13,12,3087,3031,3024,3006,3057,1082,3364,Yasuo
12966,MIDDLE,q0VWXRmRB6RtMws7tpqq9FMI1QXo9ZqNPghau7qjliXkeg,84,0,3,3,0,0,10003,75,0,17335,6243,12,0,15,5,3146,2031,1054,3020,1028,1052,3340,Akali
12967,MIDDLE,l8IVJ3dbiKhsAGdw9CwvQyIrjTcVQmPc_nlqcYkk2l_n8A,238,3,4,2,2,1,10007,7949,5766,13747,10112,14,1,14,3,3077,3147,1001,3033,3134,3133,3340,Zed
13006,MIDDLE,yQlICQwgLYOJe11-McFa1RLcOdjOjhqtJqQvmq7uw4Kgz_0,105,6,3,3,4,1,19201,9259,5491,23073,14123,17,1,30,10,3089,3157,3100,3020,1052,1026,3364,Fizz
13023,MIDDLE,27t5KxsERhNRPBIMQebXUlpwqkiLsdAl9riOulxrzNAjzA,142,2,4,1,0,1,11251,4587,3300,10931,8654,14,3,18,26,3285,1052,1028,1056,1026,3020,3340,Zoe
13035,MIDDLE,5hdtcQJxQIxhBgy1JZabLiVvmZaC6WbFQGXKbEfA3971yw,142,6,4,10,2,2,19546,3843,3626,11887,10527,14,5,16,33,3157,2055,3285,1056,1056,3111,3363,Zoe
13080,MIDDLE,5gG9ZEC9GSmINWeOJugO6WYBIXji-FoHYibYuCDjTaNlu3Q,142,6,5,7,3,1,17178,2273,1953,13202,9545,12,0,17,18,2422,2031,3285,3165,1058,1056,3340,Zoe
13083,MIDDLE,dzI_T6GJEekZ-fx26O9up8S7k5sRM2quODmdKcXqbNQ83Io,7,8,2,2,4,2,13257,2931,2931,12172,10565,13,3,19,3,3111,2033,3165,1082,3285,3108,3340,Leblanc
13134,MIDDLE,PeVt_0aTRl6-5G0iQEg0zoXUM2_y6A0DUrNwQOYLu7MGOkc,38,6,1,7,6,2,11431,7315,5233,15738,10831,15,0,20,12,1082,2033,3040,3020,3027,3108,3340,Kassadin
13148,MIDDLE,_9y0D8rQsvtc6On0-iPKQ4afJRArVR6NV_Dj84NBUZuTcw,518,7,6,2,3,2,24674,25466,14142,23942,15226,17,1,33,37,3006,3153,3046,3124,3031,0,3340,Neeko
13175,MIDDLE,RO5tUAb42pscBEU2i_Kv8lpbLnCd9kAWAjHoyjK6sJq-Pg,268,6,4,6,3,2,15166,5491,1721,13717,12357,15,3,31,9,3006,3165,3089,0,3115,1056,3363,Azir
13180,MIDDLE,QVNEr1qu7uCKD_XSpL6ho2WNiRhJikQTc4K3xhg2g1C0FCE,55,11,8,17,3,2,31595,14364,6999,30779,16305,18,2,22,4,3102,3146,3157,3111,3165,3155,3340,Katarina
13209,MIDDLE,x7ETwZwl-uia95DiTwYY4yS2OyDe4XR2Qw7ZC0dqk4MKXQ,84,11,7,10,5,2,26239,5889,4048,29240,15251,17,6,40,8,3165,3146,3111,3135,1058,1058,3340,Akali
13232,MIDDLE,1u3lA-dzB7BhO8LcxPIB3sMjIeV5qzyYD83gNv8Ahagn7g,84,2,7,2,0,1,10070,338,338,17261,7902,13,2,18,3,3916,3146,1054,1026,3111,0,3340,Akali
13277,MIDDLE,0C5gqzPoLfMHY1BBimZlHQPb7T8Pj16EfTeKJWuNJaAzF6s,157,1,9,0,0,1,6400,911,911,18741,7007,12,0,5,9,3087,1055,3006,1037,1018,0,3363,Yasuo
13304,MIDDLE,Bmba32rNDgSLJIo1punksXTLMC_yZq0Ip2faTT1EP2bvLw,238,6,5,8,3,2,14995,2290,0,23370,12248,14,0,19,3,3147,3117,3814,3071,1037,0,3340,Zed
13324,MIDDLE,7UDkirKNXBOsBQElUv0Uazk4BVtI7tCx1kbjTe8yn7AdCQ,55,4,7,7,2,1,14454,2442,482,19491,8819,12,2,20,2,3146,3165,3020,0,0,0,3340,Katarina
13328,MIDDLE,5Mx5-Ir3hWgCVCu7SuDiR8px5O3nUpWcS6pY46j2RDdRRPU,238,7,7,9,3,1,19701,4088,2571,20216,10825,15,4,33,5,3147,3142,2031,3026,3047,0,3340,Zed
13335,MIDDLE,GGpuNjADWbzcmClis30o54fHh6_gkf-KqXVgI8Sr55BiUg,245,19,6,1,8,3,41206,20026,14472,36594,20285,18,2,23,26,3152,3157,3100,3089,3111,3135,3340,Ekko
13345,MIDDLE,JPv9c9jMOeqlt_al3zilZ15WuQ7X6L901hMTrDLdB_mcZ24,90,6,8,16,6,2,20276,8371,1334,16143,12368,15,3,35,45,1058,3285,3916,3151,3020,1058,3340,Malzahar
13349,MIDDLE,ShCse7YHQGdclxChKx3xUW57kIGJNknEULibSZHrYpQ4iQ,45,3,6,5,0,1,13489,871,871,14468,8304,13,2,17,22,3285,3157,1056,3117,1052,0,3363,Veigar
13389,MIDDLE,Nztriqjr_bubzhVDH2FfesW07lpLtMVjjlFY_YRJ_IXxcw,42,4,5,1,3,2,15164,1221,1221,17738,9200,13,3,14,1,3078,3020,1037,3094,1055,0,3340,Corki
13399,MIDDLE,UN8PNpQuCe6WLQBaFE0eRhtLACc14rxjocGoVC_UmFzXR8Y,157,5,4,4,4,2,12581,539,539,13648,9356,13,2,21,21,3031,3006,3052,3087,1029,2055,3340,Yasuo
13422,MIDDLE,2oayB-mNqcd-WBgMYzDVX0L9OK2fzI3nQfTWx77XJlwyMAo,142,3,8,11,0,1,18219,1182,1182,25632,12572,17,10,26,35,2055,3089,1026,1001,3285,3165,3363,Zoe
13436,MIDDLE,hG3C9FjWlVv37SeYjVzW1ZT9guupnXTkJI5N_j2JWF8gzFM,4,4,1,9,3,1,10085,5798,4652,13494,11670,15,1,16,29,3100,3027,3157,3111,0,0,3340,TwistedFate
13459,MIDDLE,UydKp9BHPAnbCaRAXiUcliLi5c6U-74ywcOaMavXbA,34,7,1,11,4,2,14848,8400,1868,17982,12254,16,3,25,38,3916,3040,3111,1056,3027,1058,3340,Anivia
13473,MIDDLE,UydKp9BHPAnbCaRAXiUcliLi5c6U-74ywcOaMavXbA,127,8,5,8,4,2,17476,5791,1746,20401,11989,15,6,32,38,3157,3152,3165,3020,1026,1056,3340,Lissandra
13489,MIDDLE,wn0igBzrp34Wl8UfWGu-zI_7Tzxh6YY7-4W30ueOD0eN-g,518,4,4,13,2,1,16873,2009,2009,13486,8681,13,0,17,50,2033,3158,1082,1026,3905,3030,3340,Neeko
13533,MIDDLE,hDiocpwFEgTe5-OgESc5vS3TFaNqLf35TSLvwk2fnfzypw,84,1,6,3,0,1,10288,0,0,16085,7026,12,0,10,6,3020,3146,2031,3916,0,0,3340,Akali
13544,MIDDLE,bX4-QnLCe0JnC8zIMnvey1KdgBJWE07N21w4GS1BuIbEACo,105,2,3,0,2,1,8088,2296,0,11406,7037,13,1,11,6,3113,3152,3020,1082,1026,3057,3340,Fizz
13545,MIDDLE,bX4-QnLCe0JnC8zIMnvey1KdgBJWE07N21w4GS1BuIbEACo,105,13,4,5,10,3,37393,8982,2448,38681,21263,18,1,36,20,3100,3152,3157,3165,3135,3089,3340,Fizz
13585,MIDDLE,WbfEmgptrGiimZpkdgOI0Y1cOQzQIInMZWO0XCtn4adE2T0,105,0,4,2,0,0,8307,0,0,13662,7483,13,2,16,1,2033,3152,1026,3020,3113,3057,3340,Fizz
13595,MIDDLE,WQf6qOhVVGtRBRn4bvv_79le-MHygdyEFld8zGPYJtLBURI,142,3,1,7,3,1,20312,3857,1271,13329,9467,14,5,22,45,3285,3102,1082,1052,3111,2055,3363,Zoe
13596,MIDDLE,BLpBE39PNJTMFdxosKd9dlVqXGk5iKdly4vQKBuhqs-1RjU,7,8,2,2,5,2,11627,1178,1178,10893,9271,13,0,12,3,2033,1082,2420,3020,3165,3285,3364,Leblanc
13604,MIDDLE,h0AC42GDMUSKY8T7QcmZfIdCkWWpZiQ684buypql99T4jMI,245,17,8,9,7,2,59216,16765,11233,69684,21251,18,1,34,25,3135,3152,3157,3020,3089,3100,3340,Ekko
13685,MIDDLE,UN8PNpQuCe6WLQBaFE0eRhtLACc14rxjocGoVC_UmFzXR8Y,157,3,1,7,2,1,9900,7793,2789,9809,10510,13,4,33,11,3097,3087,3031,0,3006,0,3363,Yasuo
13808,MIDDLE,UydKp9BHPAnbCaRAXiUcliLi5c6U-74ywcOaMavXbA,131,12,3,8,11,3,23596,5399,5399,15248,11239,14,2,14,7,3916,3152,3020,1056,3089,1026,3340,Diana
13823,MIDDLE,qt2-TTdFT1-jdzGvfXpj0GVXjsG-VRjxTiE4iRS1P3m0iT1x7xDivNo-,4,2,7,7,0,1,9896,221,221,14889,6423,11,2,11,16,3111,3027,3113,2424,1027,1056,3340,TwistedFate
13825,MIDDLE,C5F9D4k_kjt-Da21UbyplXSFXB_jANOa3pT5YgId57n5NA,157,3,10,2,2,2,12045,1346,797,22873,8448,13,1,16,14,3006,2031,3087,1018,3091,0,3363,Yasuo
13871,MIDDLE,d77xSFg6rzyLUrucycvb-UM4AyvDgdkP5y8jBzQz63QGbCk,103,5,6,13,2,1,31238,781,781,18538,10983,15,10,40,41,3285,3157,3020,1056,3108,1026,3340,Ahri
13887,MIDDLE,a8uxe05mHK64l3PlcJdZ4H1EKsldbjJUXJqCoBVkzgWM1Jo,157,2,8,4,0,1,16235,8219,3827,21471,11659,15,4,29,32,2055,2420,3006,3031,3053,3087,3363,Yasuo
13939,MIDDLE,HlG3AlNzr8DfB0_nrLSv5uGeCrOQFWN8E4NZUB1nOtlSkl0,238,5,3,1,2,2,9367,0,0,10684,7900,12,0,6,3,3142,2031,2422,3036,3044,0,3364,Zed
13979,MIDDLE,NKcn5kwloEUA8FN9EimV1tILRCaewXvW1nlRtKBnQOvdjCE,55,14,3,4,7,3,25513,7704,2610,20491,16735,16,2,26,4,3089,3157,3146,3135,3020,3916,3340,Katarina
13993,MIDDLE,NKcn5kwloEUA8FN9EimV1tILRCaewXvW1nlRtKBnQOvdjCE,84,10,3,3,4,3,25350,7087,2473,23234,14085,16,6,30,10,1058,3157,3146,3165,3020,1054,3363,Akali
13994,MIDDLE,NKcn5kwloEUA8FN9EimV1tILRCaewXvW1nlRtKBnQOvdjCE,268,3,7,8,0,1,23390,3909,3909,21090,13553,16,3,33,14,1058,1058,3157,3115,3020,3165,3363,Azir
14005,MIDDLE,6XgBSTE1a9ghDAMyAWmGGbozJBVC4OXLZ7bsBOJmXijyyYs,61,2,9,6,0,1,11905,7300,0,20016,9047,14,2,22,17,3285,2033,3089,3020,1033,0,3340,Orianna
14011,MIDDLE,mYXAG2pxtnLB2OL1J07x1YS0e37PkCmtsOlS9PHdcu_jL40,268,3,3,3,2,1,14698,5930,3635,10024,10092,14,2,25,8,1056,3165,3115,3108,3020,3191,3363,Azir
14021,MIDDLE,mYXAG2pxtnLB2OL1J07x1YS0e37PkCmtsOlS9PHdcu_jL40,268,13,0,7,13,3,28872,20461,12587,9926,16639,17,3,14,6,1056,3157,3115,3089,3020,3916,3364,Azir
14081,MIDDLE,mJL9-z_iXteB_kW-_hMyobMXJDvTWBZo0cWfpuEMAXiliA,105,10,6,7,4,1,22220,1442,1442,29128,12853,15,2,28,19,3057,1082,3152,3111,3157,3165,3340,Fizz
14115,MIDDLE,k_4GewwFFWa3PWzc2fEptQe21Ewh1Ojg9LSrZQpRpairmyw,157,12,5,4,5,2,27166,16155,6812,20177,13259,16,1,15,18,1055,0,3087,3006,3053,3031,3363,Yasuo
14140,MIDDLE,oFKzkm0qUGh_GzKiUKAId-ZvtEGW21iS6NYCwHAtLTY7F8_7tWczolcO,55,6,10,9,3,1,20458,2146,2000,22696,10667,13,4,19,2,2421,2055,3146,3191,3812,3020,3340,Katarina
14188,MIDDLE,TMH2-jL-LwLNyNHzjOlg1YVEhaGbnMW3aCM7WucIoPb3R3Y,157,5,7,5,0,1,10893,11202,4378,20699,11927,16,1,22,18,2421,2031,3006,3087,3031,3053,3363,Yasuo
14195,MIDDLE,fb7tIkKuK6DqMaMl6FudwJ_wEJL1kJYG-2bv1ajXn5kX4Z0,13,0,4,10,0,0,16217,5832,0,13396,9982,16,4,26,29,3040,0,3157,1052,1026,3020,3363,Ryze
14200,MIDDLE,T7BuL5Ngo47T-gRf5lmlk9R8DK0Z8gyt3pWLbH4xQ_G6W1E,268,8,9,8,3,1,32347,4072,1809,32120,15753,18,11,49,17,3285,3135,3165,1058,3102,3006,3363,Azir
14212,MIDDLE,5W2nuZ_PP5FYTGR8wqkUFWAKcFC6hGpYNNEidRIFh2syTD0,55,6,9,2,3,3,12093,147,0,22435,7917,11,0,12,1,3146,2031,3020,1082,3133,1037,3340,Katarina
14238,MIDDLE,OA2TeVgwIXJUHh20rrBb0M1KOVidsYUNIBQ0ZEBHgP4Nkrs,246,1,7,13,0,1,13923,7897,4763,24174,10231,15,0,22,29,3077,3047,3147,2033,3071,1036,3340,Qiyana
14252,MIDDLE,FjHFVfbrOYecJYCla43ySOgJA8hGW8DHjixHd-k8XHtH-tI,246,7,5,6,3,2,13817,1981,1981,13300,8652,12,0,11,23,3142,3077,2033,3147,3158,0,3340,Qiyana
14291,MIDDLE,trw8qe-r26CjNUEgeUux8ien0tyI624XPZxOHDUdwlLPAIE,61,4,10,8,3,2,19133,8433,3091,25854,11705,16,2,14,23,1082,3089,3020,3285,3165,0,3363,Orianna
14296,MIDDLE,f6TdIqhjQl0jUp7NDgAioaMnIf-OsH94ou_9dk6YzfmEMQ,4,11,9,8,5,2,25934,5253,2708,26101,13714,14,1,21,58,3078,3094,2033,3101,3031,3047,3340,TwistedFate
14306,MIDDLE,-aj2XptrXttHyQrGIq1cCcL6g6iYD8tMcjVKEwVjjOAw4A,55,16,6,5,7,3,22801,4519,4365,22518,14382,16,3,17,2,3146,3157,3135,0,3916,3020,3364,Katarina
14318,MIDDLE,TWa7uqoBuWSs57wMMLG7YBY8tRiLf5kA6rwLh8sBVGJbJGU,61,2,3,8,0,1,19738,3675,2802,14888,12327,15,3,34,22,1058,3020,1058,3285,3916,3135,3363,Orianna
